time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
527600,2024-11-19 05:36:11,37.4514482455711,126.654460399763,131.561684,,,192.7710753944,27.559056,15.2335614,186.590885236,1060.78087384,32,5,7.518,199.3327553944,138.123364,22.033859,355.50197988,13.197946,7.605596,-0.223694,29.5,25.1,-1.7,0,0,1024,1024,1024,1024,0,0,0,0,61.2,-89.9,0,61,3.773,3.742,0,0,0,0,3.788,93.2,192.7710753944,131.561684,43,Detour,
527800,2024-11-19 05:36:11,37.4514579393824,126.654467420701,131.561684,,,192.7710753944,27.559056,12.7281886,190.540360428,1064.85895796,32,5,7.518,199.3327553944,138.123364,22.033859,355.50197988,10.961006,6.487126,0,29.3,28.8,-0.7,0,0,1024,1024,1024,1024,0,0,0,0,61.2,-90,0,61,3.773,3.742,0,0,0,0,3.788,93.2,192.7710753944,131.561684,43,Detour,
528000,2024-11-19 05:36:11,37.4514657929852,126.654473229498,131.561684,,,192.7710753944,27.559056,10.1333382,193.753943208,1068.18244888,31,5,7.518,199.3327553944,138.123364,22.033859,355.50197988,8.724066,5.144962,0,28.7,29,-2.6,0,0,1024,1024,1024,1024,0,0,0,0,61.2,-89.9,0,61,3.773,3.742,0,0,0,0,3.788,93.2,192.7710753944,131.561684,43,Detour,
528200,2024-11-19 05:36:11,37.4514718241302,126.654477785611,131.561684,,,192.7710753944,27.559056,7.6279654,196.231633576,1070.74806576,31,5,7.518,199.3327553944,138.123364,22.033859,355.50197988,6.487126,4.026492,0.223694,28.6,29,-3.4,0,0,1024,1024,1024,1024,0,0,0,0,61.2,-90,0,61,3.773,3.742,0,0,0,0,3.788,93.2,192.7710753944,131.561684,43,Detour,
528400,2024-11-19 05:36:11,37.4514761592995,126.654481155318,131.561684,,,192.7710753944,27.559056,5.033115,198.02165988,1072.6050212,31,5,7.51,199.3327553944,138.123364,22.033859,355.50197988,4.250186,2.684328,0.223694,28.6,28.6,-3.8,0,0,1024,1024,1024,1024,0,0,0,0,61.2,-90,0,61,3.77,3.739,0,0,0,0,3.892,93.2,192.7710753944,131.561684,43,Detour,
528600,2024-11-19 05:36:12,37.4514787609357,126.654483271403,131.2336,,,192.4429913944,27.559056,2.7290668,199.104008996,1073.736911,31,5,7.51,199.3327553944,138.123364,22.033859,355.50197988,2.23694,1.565858,0,28.9,21.6,-4.8,0,0,1024,1024,1024,1024,0,0,0,0,61.2,-89.9,0,61,3.77,3.739,0,0,0,0,3.892,93.2,192.4429913944,131.2336,43,Detour,
528800,2024-11-19 05:36:12,37.4514800427523,126.654484314067,131.2336,,,192.4429913944,27.559056,1.2974252,199.63747358,1074.29137296,31,5,7.51,199.3327553944,138.123364,22.033859,355.50197988,1.11847,0.671082,0,29.5,12.1,-4.2,0,0,1395,1024,1024,1024,56,0,0,0,61.2,-89.9,0,61,3.77,3.739,0,0,0,0,3.892,93.2,192.4429913944,131.2336,43,Detour,
529000,2024-11-19 05:36:12,37.4514806928444,126.654484794128,131.2336,,,192.4429913944,27.559056,0.8052984,199.904205872,1074.56696352,31,5,7.51,199.3327553944,138.123364,22.033859,355.50197988,0.671082,0.447388,0,29.8,5,-2.9,0,0,1610,1024,1024,1024,89,0,0,0,61.2,-89.9,0,61,3.77,3.739,0,0,0,0,3.892,93.2,192.4429913944,131.2336,43,Detour,
529200,2024-11-19 05:36:12,37.4514813056189,126.654485257506,131.2336,,,192.4429913944,27.559056,1.11847,200.156502468,1074.82943072,32,5,7.51,199.3327553944,138.123364,22.033859,355.50197988,0.894776,0.671082,0,30.2,-18,-2.7,0,0,1660,1024,1024,1044,96,0,0,3,61.2,-89.9,0,61,3.77,3.739,0,0,0,0,3.892,93.2,192.4429913944,131.2336,43,Detour,
529400,2024-11-19 05:36:12,37.4514828370071,126.654486416263,131.2336,,,192.4429913944,27.559056,2.908022,200.787079916,1075.47903704,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,2.460634,1.565858,0,30.5,-26.9,-2.9,0,0,1675,1024,922,1684,99,0,-15,100,61.2,-90,0,61,3.751,3.723,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
529600,2024-11-19 05:36:13,37.4514858064039,126.654488634174,131.2336,,,192.4429913944,27.559056,5.2120702,202.00788048,1076.7388796,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,4.47388,2.684328,0,30.4,-27.2,-3.2,0,0,1684,1024,944,1684,100,0,-12,100,61.5,-90,0,61,3.751,3.723,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
529800,2024-11-19 05:36:13,37.4514902397843,126.654491885728,131.2336,,,192.4429913944,27.559056,7.0239916,203.826122008,1078.61223924,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,6.039738,3.579104,0,30.8,-27.5,1,0,0,1684,1024,925,1684,100,0,-15,100,65.7,-89.9,0,61,3.751,3.723,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
530000,2024-11-19 05:36:13,37.4514959109132,126.654496428978,131.2336,,,192.4429913944,27.559056,8.9924988,206.18603022,1081.06302672,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,7.381902,5.144962,0,35.9,-22,12.1,0,0,1684,1024,923,1684,100,0,-15,100,73.7,-89.9,0,61,3.751,3.723,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
530200,2024-11-19 05:36:13,37.4515019589522,126.654502563197,131.2336,,,192.4429913944,27.559056,9.6635808,208.81398306,1083.89767248,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,7.158208,6.487126,0,46.6,-5.5,14.8,0,0,1684,1024,1007,1572,100,0,-3,83,82.8,-90,0,61,3.751,3.723,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
530400,2024-11-19 05:36:13,37.4515074174502,126.65450981263,131.2336,,,192.4429913944,27.559056,9.5293644,211.33858944,1086.79137336,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,6.039738,7.381902,0.223694,56.4,-3,15.7,0,0,1684,1024,1013,1558,100,0,-2,81,92.2,-90,0,61,3.759,3.729,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
530600,2024-11-19 05:36:14,37.4515118850983,126.65451788833,131.2336,,,192.4429913944,27.559056,9.618842,213.601712872,1089.64242332,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,4.921268,8.276678,0.223694,64.6,-10.9,16.2,0,0,1684,1024,1028,1101,100,0,1,12,100.6,-89.9,0,61,3.759,3.729,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
530800,2024-11-19 05:36:14,37.4515153899961,126.654527080734,131.2336,,,192.4429913944,27.559056,10.3346628,215.64797278,1092.59517932,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,3.802798,9.618842,0,71,-18.3,15.8,0,0,1684,1024,1024,1024,100,0,0,0,107.9,-89.9,0,61,3.759,3.729,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
531000,2024-11-19 05:36:14,37.4515180603389,126.65453777576,131.2336,,,192.4429913944,27.559056,11.5649798,217.569560768,1095.84321092,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,2.908022,11.1847,0,76.7,-22.3,15.5,0,0,1684,1024,1024,1420,100,0,0,60,112.9,-89.9,0,61,3.759,3.729,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
531200,2024-11-19 05:36:14,37.4515199937211,126.654550134779,131.2336,,,192.4429913944,27.559056,13.1308378,219.43406214,1099.491505,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,2.013246,12.974252,0,81.6,-28.2,6.5,0,0,1684,1024,1024,1658,100,0,0,96,115.3,-90,0,61,3.759,3.729,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
531400,2024-11-19 05:36:14,37.4515215540997,126.654564451748,131.2336,,,192.4429913944,27.559056,14.875651,221.417986088,1103.67785684,32,5,7.486,199.3327553944,138.123364,22.033859,355.50197988,1.789552,14.763804,0,83.1,-21.8,9.3,0,0,1684,1024,1024,1024,100,0,0,0,118.1,-89.9,0,61,3.759,3.729,0,0,0,0,5.113,93.2,192.4429913944,131.2336,43,Detour,
531600,2024-11-19 05:36:15,37.45152256856,126.654579878147,131.2336,,,192.4429913944,27.559056,15.2335614,223.397644944,1108.15948428,32,5,7.479,199.3327553944,138.123364,22.033859,355.50197988,0.671082,15.211192,-0.223694,90.6,7.8,15.1,0,0,1684,1024,1024,1024,100,0,0,0,124.1,-89.9,0,61,3.754,3.722,0,0,0,0,5.171,93.2,192.4429913944,131.2336,43,Detour,
531800,2024-11-19 05:36:15,37.4515226333259,126.654594739191,131.2336,,,192.4429913944,27.559056,14.316416,225.066280168,1112.46394636,32,5,7.479,199.3327553944,138.123364,22.033859,355.50197988,-0.223694,14.316416,0,95.1,-8.9,14.4,0,0,1684,1024,1024,1024,100,0,0,0,127.9,-90,0,61,3.754,3.722,0,0,0,0,5.171,93.2,192.4429913944,131.2336,43,Detour,
532000,2024-11-19 05:36:15,37.4515218526054,126.654609572652,131.2336,,,192.4429913944,27.559056,15.0322368,226.519692288,1116.77168928,32,5,7.479,199.3327553944,138.123364,22.033859,355.50197988,-1.11847,14.987498,0,96.7,-20.2,7.4,0,0,1684,1024,1024,1176,100,0,0,23,129.6,-89.9,0,61,3.754,3.722,0,0,0,0,5.171,93.2,192.4429913944,131.2336,43,Detour,
532200,2024-11-19 05:36:15,37.4515204082572,126.654625196381,131.2336,,,192.4429913944,27.559056,15.770427,227.922579472,1121.3254952,32,5,7.479,199.3327553944,138.123364,22.033859,355.50197988,-1.789552,15.65858,0,97.5,-17.1,5.8,0,0,1684,1024,1024,1554,100,0,0,80,129.9,-90,0,61,3.754,3.722,0,0,0,0,5.171,93.2,192.4429913944,131.2336,43,Detour,
532400,2024-11-19 05:36:15,37.4515185399836,126.654641515241,131.561684,,,192.7710753944,27.559056,16.2849232,229.357618888,1126.10239824,32,5,7.479,199.3327553944,138.123364,22.033859,355.50197988,-2.460634,16.105968,0,97.6,-12.4,9.7,0,0,1684,1024,1024,1024,100,0,0,0,131.3,-89.9,0,61,3.754,3.722,0,0,0,0,5.171,93.2,192.7710753944,131.561684,43,Detour,
532600,2024-11-19 05:36:16,37.4515161477572,126.654657908344,131.561684,,,192.7710753944,27.559056,16.1954456,230.722776412,1130.92851388,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-3.131716,15.882274,0,102.4,5.1,15.7,0,0,1684,1024,1024,1059,100,0,0,5,135.5,-89.9,0,61,3.765,3.739,0,0,0,0,4.703,93.02,192.7710753944,131.561684,43,Detour,
532800,2024-11-19 05:36:16,37.4515130519469,126.654673530605,131.561684,,,192.7710753944,27.559056,15.7256882,231.848104532,1135.59386836,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-4.026492,15.211192,0,105.8,-9.4,8.7,0,0,1684,1024,1024,1093,100,0,0,10,137.9,-90,0,61,3.765,3.739,0,0,0,0,4.703,93.02,192.7710753944,131.561684,43,Detour,
533000,2024-11-19 05:36:16,37.4515094614142,126.654689016788,131.561684,,,192.7710753944,27.559056,16.0612292,232.884849972,1140.26578452,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-4.47388,15.434886,0,106.8,-15.2,1.5,0,0,1684,1024,1024,1105,100,0,0,12,139.1,-89.9,0,61,3.765,3.739,0,0,0,0,4.703,93.02,192.7710753944,131.561684,43,Detour,
533200,2024-11-19 05:36:16,37.4515056525621,126.654704751818,131.561684,,,192.7710753944,27.559056,16.3520314,233.979010112,1145.0295642,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-4.697574,15.65858,0,107.4,-12.7,4.3,0,0,1684,1024,1024,1115,100,0,0,14,139.6,-90,0,61,3.765,3.739,0,0,0,0,4.703,93.02,192.7710753944,131.561684,43,Detour,
533400,2024-11-19 05:36:16,37.4515015848863,126.654720727709,131.561684,,,192.7710753944,27.559056,16.4862478,235.1213986,1149.89176908,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-5.144962,15.65858,0,107.7,-12.2,5.6,0,0,1684,1024,1024,1024,100,0,0,0,139.8,-90,0,61,3.765,3.739,0,0,0,0,4.703,93.02,192.7710753944,131.561684,43,Detour,
533600,2024-11-19 05:36:17,37.451497215792,126.654736797873,131.561684,,,192.7710753944,27.559056,16.8441582,236.280847456,1154.80974824,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-5.59235,15.882274,0,108.2,-10.9,4,0,0,1684,1024,1024,1024,100,0,0,0,140,-90,0,61,3.773,3.747,0,0,0,0,4.703,93.02,192.7710753944,131.561684,43,Detour,
533800,2024-11-19 05:36:17,37.4514926539763,126.654752863418,131.561684,,,192.7710753944,27.559056,16.8441582,237.477697888,1159.75397412,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-5.59235,15.882274,0,108.6,-9.8,1.8,0,0,1684,1024,1024,1024,100,0,0,0,140.1,-90,0,61,3.773,3.747,0,0,0,0,4.703,93.02,192.7710753944,131.561684,43,Detour,
534000,2024-11-19 05:36:17,37.4514880260583,126.654768998977,131.561684,,,192.7710753944,27.559056,16.8441582,238.763131,1164.72116588,31,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-5.59235,15.882274,0,108.7,-9.2,0.2,0,0,1684,1024,1024,1024,100,0,0,0,140.1,-90,0,61,3.773,3.747,0,0,0,0,4.703,93.02,192.7710753944,131.561684,43,Detour,
534200,2024-11-19 05:36:17,37.451483389916,126.654785221859,131.561684,,,192.7710753944,27.559056,17.0454828,240.157159916,1169.71460436,31,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-5.59235,16.105968,0,108.8,-8.9,0.3,0,0,1684,1024,1024,1024,100,0,0,0,140.2,-90,0,61,3.773,3.747,0,0,0,0,4.703,93.02,192.7710753944,131.561684,43,Detour,
534400,2024-11-19 05:36:17,37.4514787531569,126.654801619215,131.561684,,,192.7710753944,27.559056,17.0454828,241.676845004,1174.75725544,31,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-5.59235,16.105968,0.223694,108.8,-8.6,-1.1,0,0,1684,1024,1024,1024,100,0,0,0,140.2,-90,0,61,3.773,3.747,0,0,0,0,4.703,93.02,192.7710753944,131.561684,43,Detour,
534600,2024-11-19 05:36:18,37.4514742148146,126.654818048513,131.561684,,,192.7710753944,27.559056,17.0454828,243.325467104,1179.79662568,31,5,7.497,199.3327553944,138.123364,22.033859,355.50197988,-5.59235,16.105968,0,108.7,-8.7,-0.3,0,0,1684,1024,1024,1024,100,0,0,0,140.2,-89.9,0,61,3.766,3.737,0,0,0,0,3.857,93.02,192.7710753944,131.561684,43,Detour,
534800,2024-11-19 05:36:18,37.4514697855805,126.654834489077,131.561684,,,192.7710753944,27.559056,16.9783746,245.099417292,1184.82287256,31,5,7.497,199.3327553944,138.123364,22.033859,355.50197988,-5.368656,16.105968,0,108.7,-8.5,0.2,0,0,1684,1024,1024,1024,100,0,0,0,140.2,-90,0,61,3.766,3.737,0,0,0,0,3.857,93.02,192.7710753944,131.561684,43,Detour,
535000,2024-11-19 05:36:18,37.4514653756734,126.654850955281,131.561684,,,192.7710753944,27.559056,16.9783746,246.973105016,1189.85896196,31,5,7.497,199.3327553944,138.123364,22.033859,355.50197988,-5.368656,16.105968,0,108.6,-9.1,1.2,0,0,1684,1024,1024,1106,100,0,0,12,140.2,-89.9,0,61,3.766,3.737,0,0,0,0,3.857,93.02,192.7710753944,131.561684,43,Detour,
535200,2024-11-19 05:36:18,37.4514609690218,126.654867393384,131.561684,,,192.7710753944,27.559056,16.9783746,248.929797992,1194.881928,32,5,7.497,199.3327553944,138.123364,22.033859,355.50197988,-5.368656,16.105968,0,108.7,-8.9,1.4,0,0,1684,1024,1024,1169,100,0,0,22,140.2,-90,0,61,3.766,3.737,0,0,0,0,3.857,93.02,192.7710753944,131.561684,43,Detour,
535400,2024-11-19 05:36:18,37.4514565632611,126.654883814912,131.561684,,,192.7710753944,27.559056,16.9783746,250.968840052,1199.90489404,32,5,7.497,199.3327553944,138.123364,22.033859,355.50197988,-5.368656,16.105968,0,108.6,-9.1,1.6,0,0,1684,1024,1024,1024,100,0,0,0,140.2,-90,0,61,3.766,3.737,0,0,0,0,3.857,93.02,192.7710753944,131.561684,43,Detour,
535600,2024-11-19 05:36:19,37.4514521088745,126.654900166685,131.561684,,,192.7710753944,27.559056,17.0454828,253.06431256,1204.91145588,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-5.59235,16.105968,0,108.7,-9,2.1,0,0,1684,1024,1024,1306,100,0,0,43,140.3,-90,0,61,3.768,3.74,0,0,0,0,3.898,93.02,192.7710753944,131.561684,43,Detour,
535800,2024-11-19 05:36:19,37.4514476155599,126.654916464675,131.561684,,,192.7710753944,27.559056,17.0454828,255.21982444,1209.9081752,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-5.59235,16.105968,0,108.9,-8.9,1.4,0,0,1684,1024,1024,1228,100,0,0,31,140.4,-90,0,61,3.768,3.74,0,0,0,0,3.898,93.02,192.7710753944,131.561684,43,Detour,
536000,2024-11-19 05:36:19,37.4514431697403,126.654932752262,131.561684,,,192.7710753944,27.559056,17.0454828,257.463919,1214.89833284,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-5.59235,16.105968,0,108.8,-8,7,0,0,1684,1024,1024,1024,100,0,0,0,141.5,-90,0,61,3.768,3.74,0,0,0,0,3.898,93.02,192.7710753944,131.561684,43,Detour,
536200,2024-11-19 05:36:19,37.451438474829,126.654948800368,131.561684,,,192.7710753944,27.559056,16.77705,259.67192432,1219.8491204,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-6.039738,15.65858,0,111.2,-4.1,15.8,0,0,1684,1024,1024,1024,100,0,0,0,144.2,-89.9,0,61,3.768,3.74,0,0,0,0,3.898,93.02,192.7710753944,131.561684,43,Detour,
536400,2024-11-19 05:36:19,37.4514332334853,126.654964440391,131.561684,,,192.7710753944,27.559056,16.6204642,261.73393226,1224.76709956,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-6.71082,15.211192,0,113.6,-9.6,2.3,0,0,1684,1024,1024,1024,100,0,0,0,145.6,-90,0,61,3.768,3.74,0,0,0,0,3.898,93.02,192.7710753944,131.561684,43,Detour,
536600,2024-11-19 05:36:20,37.4514278361552,126.654980081537,131.561684,,,192.7710753944,27.559056,16.8217888,263.834654112,1229.7080446,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-6.71082,15.434886,0,114.3,-9.7,3.8,0,0,1684,1024,1024,1024,100,0,0,0,146.1,-90,0,61,3.764,3.733,0,0,0,0,3.898,93.02,192.7710753944,131.561684,43,Detour,
536800,2024-11-19 05:36:20,37.4514223591184,126.654995721647,131.561684,,,192.7710753944,27.559056,16.9112664,265.991478328,1234.65883216,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-6.934514,15.434886,0,114.2,-8.9,6.3,0,0,1684,1024,1024,1024,100,0,0,0,146.2,-90,0,61,3.764,3.733,0,0,0,0,3.898,93.02,192.7710753944,131.561684,43,Detour,
537000,2024-11-19 05:36:20,37.4514167077963,126.655011395425,131.561684,,,192.7710753944,27.559056,17.0231134,268.189969212,1239.64570896,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-7.158208,15.434886,0,114.4,-8.4,5.3,0,0,1684,1024,1024,364,100,0,0,-100,146.1,-90,0,61,3.764,3.733,0,0,0,0,3.898,93.02,192.7710753944,131.561684,43,Detour,
537200,2024-11-19 05:36:20,37.4514109324937,126.65502702906,131.561684,,,192.7710753944,27.559056,17.0231134,270.425533588,1244.63914744,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-7.158208,15.434886,0,114.5,-8.3,3.7,0,0,1684,1024,1024,1024,100,0,0,0,145.9,-90,0,61,3.764,3.733,0,0,0,0,3.898,93.02,192.7710753944,131.561684,43,Detour,
537400,2024-11-19 05:36:20,37.4514052382684,126.655042648278,131.561684,,,192.7710753944,27.559056,16.7099418,272.749024476,1249.61618172,32,5,7.503,199.3327553944,138.123364,22.033859,355.50197988,-6.934514,15.211192,0,111.8,6.4,-12.1,0,0,1684,1024,1024,1024,100,0,0,0,141.8,-89.9,0,61,3.764,3.733,0,0,0,0,3.898,93.02,192.7710753944,131.561684,43,Detour,
537600,2024-11-19 05:36:21,37.4514005347559,126.655057786722,131.561684,,,192.7710753944,27.559056,15.4125166,275.243447128,1254.32746796,32,5,7.5,199.3327553944,138.123364,22.033859,355.50197988,-5.144962,14.54011,0,107,0.7,-12.6,0,0,1684,1024,1024,1024,100,0,0,0,137.9,-90,0,61,3.764,3.731,0,0,0,0,4.192,92.84,192.7710753944,131.561684,43,Detour,
537800,2024-11-19 05:36:21,37.4513968147941,126.655072683787,131.561684,,,192.7710753944,27.559056,15.6362106,277.946859288,1258.84846548,32,5,7.5,199.3327553944,138.123364,22.033859,355.50197988,-4.47388,14.987498,0.223694,105.2,-15.3,-2,0,0,1684,1024,1024,1024,100,0,0,0,136.1,-89.9,0,61,3.764,3.731,0,0,0,0,4.192,92.84,192.7710753944,131.561684,43,Detour,
538000,2024-11-19 05:36:21,37.451393396902,126.65508820079,131.561684,,,192.7710753944,27.559056,16.217815,280.90716122,1263.51381996,32,5,7.5,199.3327553944,138.123364,22.033859,355.50197988,-4.250186,15.65858,0,104.5,-14.3,-1.6,0,0,1684,1024,1024,1109,100,0,0,13,135.7,-90,0,61,3.764,3.731,0,0,0,0,4.192,92.84,192.7710753944,131.561684,43,Detour,
538200,2024-11-19 05:36:21,37.4513901177939,126.65510436786,131.561684,,,192.7710753944,27.559056,16.5980948,284.09777812,1268.34649728,32,5,7.5,199.3327553944,138.123364,22.033859,355.50197988,-4.026492,16.105968,0,104.5,-10.6,-2.4,0,0,1684,1024,1024,1650,100,0,0,95,135.7,-90,0,61,3.764,3.731,0,0,0,0,4.192,92.84,192.7710753944,131.561684,43,Detour,
538400,2024-11-19 05:36:21,37.4513869852144,126.655121012595,131.561684,,,192.7710753944,27.559056,16.77705,287.479011824,1273.30056568,32,5,7.5,199.3327553944,138.123364,22.033859,355.50197988,-3.802798,16.329662,0,104.2,-8.2,0.8,0,0,1684,1024,1024,1024,100,0,0,0,136.4,-90,0,61,3.764,3.731,0,0,0,0,4.192,92.84,192.7710753944,131.561684,43,Detour,
538600,2024-11-19 05:36:22,37.4513837929406,126.655137529561,131.561684,,,192.7710753944,27.559056,16.441509,290.862542116,1278.22510652,32,5,7.5,199.3327553944,138.123364,22.033859,355.50197988,-4.250186,15.882274,0,107.6,5,15.5,0,0,1684,1024,1024,1024,100,0,0,0,139.6,-89.9,0,61,3.764,3.731,0,0,0,0,4.192,92.84,192.7710753944,131.561684,43,Detour,
538800,2024-11-19 05:36:22,37.4513801115985,126.655153109757,131.561684,,,192.7710753944,27.559056,15.994121,293.965232504,1282.93311192,32,5,7.5,199.3327553944,138.123364,22.033859,355.50197988,-4.921268,15.211192,0,109.3,-10,6.1,0,0,1684,1024,1024,1024,100,0,0,0,141.5,-89.9,0,61,3.764,3.731,0,0,0,0,4.192,92.84,192.7710753944,131.561684,43,Detour,
539000,2024-11-19 05:36:22,37.4513761029659,126.655168670184,131.561684,,,192.7710753944,27.559056,16.2625538,297.042988508,1287.67064488,32,5,7.5,199.3327553944,138.123364,22.033859,355.50197988,-5.144962,15.434886,0,110.3,-13,2.8,0,0,1684,1024,1024,1024,100,0,0,0,142.3,-90,0,61,3.764,3.731,0,0,0,0,4.192,92.84,192.7710753944,131.561684,43,Detour,
539200,2024-11-19 05:36:22,37.4513719108642,126.655184516882,131.561684,,,192.7710753944,27.559056,16.553356,300.20178126,1292.50988388,32,5,7.5,199.3327553944,138.123364,22.033859,355.50197988,-5.368656,15.65858,0,110.2,-10.7,6.8,0,0,1684,1024,1024,1024,100,0,0,0,142.4,-89.9,0,61,3.764,3.731,0,0,0,0,4.192,92.84,192.7710753944,131.561684,43,Detour,
