time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
991400,2024-11-19 05:43:54,37.4492002706409,126.656009181172,132.217852,,,193.4272433944,27.559056,0,810.81367424,2599.57029316,32,5,7.008,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.7,0.3,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.518,3.489,0,0,0,0,4.827,93.2,193.4272433944,132.217852,43,Detour,
991600,2024-11-19 05:43:55,37.4492003220424,126.656009181,132.217852,,,193.4272433944,27.559056,0,810.80055088,2599.58669736,32,5,7.008,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.8,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.518,3.489,0,0,0,0,4.827,93.2,193.4272433944,132.217852,43,Detour,
991800,2024-11-19 05:43:55,37.4492003701542,126.656009173748,132.217852,,,193.4272433944,27.559056,0,810.78414668,2599.6063824,32,5,7.008,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.8,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.518,3.489,0,0,0,0,4.827,93.2,193.4272433944,132.217852,43,Detour,
992000,2024-11-19 05:43:55,37.4492003907149,126.65600917323,132.217852,,,193.4272433944,27.559056,0,810.777585,2599.61294408,32,5,7.006,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.8,0.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.518,3.488,0,0,0,0,4.908,93.02,193.4272433944,132.217852,43,Detour,
992200,2024-11-19 05:43:55,37.4492004079858,126.656009159935,132.217852,,,193.4272433944,27.559056,0,810.77102332,2599.61950576,32,5,7.006,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.5,0,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.518,3.488,0,0,0,0,4.908,93.02,193.4272433944,132.217852,43,Detour,
992400,2024-11-19 05:43:56,37.4492004312878,126.656009131619,132.217852,,,193.4272433944,27.559056,0,810.75789996,2599.63262912,32,5,7.006,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.5,0.1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.518,3.488,0,0,0,0,4.908,93.02,193.4272433944,132.217852,43,Detour,
992600,2024-11-19 05:43:56,37.4492004514372,126.656009119187,132.217852,,,193.4272433944,27.559056,0,810.75133828,2599.6391908,32,5,7.006,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.6,0.1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.518,3.488,0,0,0,0,4.908,93.02,193.4272433944,132.217852,43,Detour,
992800,2024-11-19 05:43:56,37.4492004663779,126.656009126784,132.217852,,,193.4272433944,27.559056,0,810.74805744,2599.64575248,32,5,7.006,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.9,0.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.518,3.488,0,0,0,0,4.908,93.02,193.4272433944,132.217852,43,Detour,
993000,2024-11-19 05:43:56,37.4492004959851,126.65600912972,132.217852,,,193.4272433944,27.559056,0,810.74149576,2599.65887584,32,5,7.006,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.9,0.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.519,3.488,0,0,0,0,4.909,93.02,193.4272433944,132.217852,43,Detour,
993200,2024-11-19 05:43:56,37.4492005490315,126.656009111763,132.217852,,,193.4272433944,27.559056,0,810.72181072,2599.67856088,32,5,7.006,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.8,-0.3,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.519,3.488,0,0,0,0,4.909,93.02,193.4272433944,132.217852,43,Detour,
993400,2024-11-19 05:43:56,37.4492005927571,126.656009076022,132.217852,,,193.4272433944,27.559056,0,810.70212568,2599.69496508,32,5,7.006,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.6,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,34,3.519,3.488,0,0,0,0,4.909,93.02,193.4272433944,132.217852,43,Detour,
993600,2024-11-19 05:43:57,37.4492006086573,126.656009023879,132.217852,,,193.4272433944,27.559056,0,810.68900232,2599.71136928,32,5,7.006,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.6,0.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,34,3.519,3.488,0,0,0,0,4.909,93.02,193.4272433944,132.217852,43,Detour,
993800,2024-11-19 05:43:57,37.4492006145513,126.656008975534,132.217852,,,193.4272433944,27.559056,0,810.6791598,2599.72777348,32,5,7.006,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.3,0.1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,34,3.519,3.488,0,0,0,0,4.909,93.02,193.4272433944,132.217852,43,Detour,
994000,2024-11-19 05:43:57,37.4492006262023,126.656008944455,132.217852,,,193.4272433944,27.559056,0,810.66931728,2599.737616,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.6,0,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.519,3.488,0,0,0,0,4.911,93.02,193.4272433944,132.217852,43,Detour,
994200,2024-11-19 05:43:57,37.4492006281213,126.656008924599,132.217852,,,193.4272433944,27.559056,0,810.66603644,2599.74089684,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.6,0.3,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.519,3.488,0,0,0,0,4.911,93.02,193.4272433944,132.217852,43,Detour,
994400,2024-11-19 05:43:57,37.4492006227755,126.656008914239,132.217852,,,193.4272433944,27.559056,0,810.66603644,2599.74745852,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.5,0,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.519,3.488,0,0,0,0,4.911,93.02,193.4272433944,132.217852,43,Detour,
994600,2024-11-19 05:43:58,37.4492006072865,126.65600890716,132.217852,,,193.4272433944,27.559056,0,810.66931728,2599.75073936,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.5,0,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.519,3.488,0,0,0,0,4.911,93.02,193.4272433944,132.217852,43,Detour,
994800,2024-11-19 05:43:58,37.4492005920717,126.656008879189,132.217852,,,193.4272433944,27.559056,0,810.66931728,2599.76058188,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.3,0.1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,34,3.519,3.488,0,0,0,0,4.911,93.02,193.4272433944,132.217852,43,Detour,
995000,2024-11-19 05:43:58,37.4492005870001,126.65600885329,132.545936,,,193.7553273944,27.559056,0,810.66603644,2599.7704244,32,5,7.005,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.5,0,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.52,3.49,0,0,0,0,4.825,93.02,193.7553273944,132.545936,43,Detour,
995200,2024-11-19 05:43:58,37.4492005602713,126.656008841894,132.545936,,,193.7553273944,27.559056,0,810.66931728,2599.78026692,32,5,7.005,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.3,0.3,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.52,3.49,0,0,0,0,4.825,93.02,193.7553273944,132.545936,43,Detour,
995400,2024-11-19 05:43:58,37.4492005255924,126.656008831362,132.545936,,,193.7553273944,27.559056,0,810.6791598,2599.79339028,32,5,7.005,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.5,0.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.52,3.49,0,0,0,0,4.825,93.02,193.7553273944,132.545936,43,Detour,
995600,2024-11-19 05:43:59,37.4492004990007,126.656008810988,132.545936,,,193.7553273944,27.559056,0,810.68244064,2599.8032328,32,5,7.005,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.2,0.3,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.52,3.49,0,0,0,0,4.825,93.02,193.7553273944,132.545936,43,Detour,
995800,2024-11-19 05:43:59,37.4492004713124,126.656008773348,132.545936,,,193.7553273944,27.559056,0,810.68244064,2599.819637,32,5,7.005,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-1.7,0.4,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.52,3.49,0,0,0,0,4.825,93.02,193.7553273944,132.545936,43,Detour,
996000,2024-11-19 05:43:59,37.4492004258049,126.656008741579,132.545936,,,193.7553273944,27.559056,0,810.69228316,2599.83932204,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-1.9,0.8,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.52,3.492,0,0,0,0,4.871,93.02,193.7553273944,132.545936,43,Detour,
996200,2024-11-19 05:43:59,37.4492003785155,126.656008753492,132.545936,,,193.7553273944,27.559056,0,810.70868736,2599.85572624,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.1,0.9,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.52,3.492,0,0,0,0,4.871,93.02,193.7553273944,132.545936,43,Detour,
996400,2024-11-19 05:43:59,37.4492003423289,126.656008778873,132.545936,,,193.7553273944,27.559056,0,810.72181072,2599.87213044,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.2,0.8,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.52,3.492,0,0,0,0,4.871,93.02,193.7553273944,132.545936,43,Detour,
996600,2024-11-19 05:44:00,37.4492003123104,126.65600882152,132.545936,,,193.7553273944,27.559056,0,810.73821492,2599.88853464,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.3,0.7,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.52,3.492,0,0,0,0,4.871,93.02,193.7553273944,132.545936,43,Detour,
996800,2024-11-19 05:44:00,37.4492002842109,126.656008872973,132.545936,,,193.7553273944,27.559056,0,810.75461912,2599.90493884,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.7,0.8,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.52,3.492,0,0,0,0,4.871,93.02,193.7553273944,132.545936,43,Detour,
997000,2024-11-19 05:44:00,37.4492002332206,126.656008922872,132.545936,,,193.7553273944,27.559056,0,810.777585,2599.92790472,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.8,1.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.516,3.487,0,0,0,0,4.93,93.02,193.7553273944,132.545936,43,Detour,
997200,2024-11-19 05:44:00,37.4492001842864,126.656008948771,132.545936,,,193.7553273944,27.559056,0,810.79727004,2599.94758976,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.7,0.9,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.516,3.487,0,0,0,0,4.93,93.02,193.7553273944,132.545936,43,Detour,
997400,2024-11-19 05:44:00,37.4492001400125,126.656008964311,132.545936,,,193.7553273944,27.559056,0,810.81367424,2599.96399396,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.4,1.1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.516,3.487,0,0,0,0,4.93,93.02,193.7553273944,132.545936,43,Detour,
997600,2024-11-19 05:44:01,37.4492000971094,126.656008988829,132.545936,,,193.7553273944,27.559056,0,810.83007844,2599.983679,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.6,1.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.516,3.487,0,0,0,0,4.93,93.02,193.7553273944,132.545936,43,Detour,
997800,2024-11-19 05:44:01,37.4492000598262,126.656009004886,132.545936,,,193.7553273944,27.559056,0,810.8432018,2599.99680236,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.4,1.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.516,3.487,0,0,0,0,4.93,93.02,193.7553273944,132.545936,43,Detour,
998000,2024-11-19 05:44:01,37.4492000436518,126.656009013864,132.545936,,,193.7553273944,27.559056,0,810.84976348,2600.00336404,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.7,1.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.516,3.487,0,0,0,0,4.93,93.02,193.7553273944,132.545936,43,Detour,
998200,2024-11-19 05:44:01,37.4492000215835,126.656009031648,132.545936,,,193.7553273944,27.559056,0,810.859606,2600.01320656,32,5,7,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.8,1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.515,3.486,0,0,0,0,4.921,93.02,193.7553273944,132.545936,43,Detour,
998400,2024-11-19 05:44:01,37.4491999825183,126.656009039073,132.545936,,,193.7553273944,27.559056,0,810.87272936,2600.02632992,32,5,7,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.6,1.3,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.515,3.486,0,0,0,0,4.921,93.02,193.7553273944,132.545936,43,Detour,
998600,2024-11-19 05:44:02,37.4491999474282,126.656009030094,132.545936,,,193.7553273944,27.559056,0,810.87929104,2600.03945328,32,5,7,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.6,1.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.515,3.486,0,0,0,0,4.921,93.02,193.7553273944,132.545936,43,Detour,
998800,2024-11-19 05:44:02,37.4491999242633,126.65600902526,132.545936,,,193.7553273944,27.559056,0,810.88585272,2600.0492958,32,5,7,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.7,1.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.515,3.486,0,0,0,0,4.921,93.02,193.7553273944,132.545936,43,Detour,
999000,2024-11-19 05:44:02,37.4491999132976,126.65600902267,132.545936,,,193.7553273944,27.559056,0,810.88913356,2600.05257664,32,5,7,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.8,1.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.515,3.486,0,0,0,0,4.921,93.02,193.7553273944,132.545936,43,Detour,
999200,2024-11-19 05:44:02,37.4491998975345,126.656008999879,132.545936,,,193.7553273944,27.559056,0,810.88913356,2600.06241916,32,5,7,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.6,1.4,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.514,3.486,0,0,0,0,4.893,93.02,193.7553273944,132.545936,43,Detour,
999400,2024-11-19 05:44:02,37.4491998717652,126.656008984167,132.545936,,,193.7553273944,27.559056,0,810.89569524,2600.07226168,32,5,7,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.1,1.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.514,3.486,0,0,0,0,4.893,93.02,193.7553273944,132.545936,43,Detour,
999600,2024-11-19 05:44:03,37.4491998614849,126.656008997289,132.545936,,,193.7553273944,27.559056,0,810.89897608,2600.07882336,32,5,7,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.6,1.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.514,3.486,0,0,0,0,4.893,93.02,193.7553273944,132.545936,43,Detour,
999800,2024-11-19 05:44:03,37.4491998616219,126.65600901231,132.545936,,,193.7553273944,27.559056,0,810.90225692,2600.0821042,32,5,7,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.6,1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.514,3.486,0,0,0,0,4.893,93.02,193.7553273944,132.545936,43,Detour,
1000000,2024-11-19 05:44:03,37.4491998376346,126.656009025433,132.545936,,,193.7553273944,27.559056,0,810.91209944,2600.09194672,32,5,7,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.8,1.3,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.514,3.486,0,0,0,0,4.893,93.02,193.7553273944,132.545936,43,Detour,
1000200,2024-11-19 05:44:03,37.4491998000772,126.656009048224,132.545936,,,193.7553273944,27.559056,0,810.9252228,2600.10507008,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.9,1.8,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.515,3.486,0,0,0,0,4.87,93.02,193.7553273944,132.545936,43,Detour,
1000400,2024-11-19 05:44:04,37.4491997877408,126.65600904995,132.545936,,,193.7553273944,27.559056,0,810.92850364,2600.11163176,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.8,1.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.515,3.486,0,0,0,0,4.87,93.02,193.7553273944,132.545936,43,Detour,
1000600,2024-11-19 05:44:04,37.4491997913047,126.656009043044,132.545936,,,193.7553273944,27.559056,0,810.92850364,2600.1149126,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.8,1.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.515,3.486,0,0,0,0,4.87,93.02,193.7553273944,132.545936,43,Detour,
1000800,2024-11-19 05:44:04,37.4491998139213,126.656009030094,132.545936,,,193.7553273944,27.559056,0,810.91866112,2600.12147428,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.7,1.4,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.515,3.486,0,0,0,0,4.87,93.02,193.7553273944,132.545936,43,Detour,
1001000,2024-11-19 05:44:04,37.4491998361268,126.656009031648,132.545936,,,193.7553273944,27.559056,0,810.91209944,2600.1313168,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.8,1.4,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.515,3.486,0,0,0,0,4.87,93.02,193.7553273944,132.545936,43,Detour,
1001200,2024-11-19 05:44:04,37.4491998509304,126.656009046842,132.545936,,,193.7553273944,27.559056,0,810.91209944,2600.13787848,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-3.2,1.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.514,3.486,0,0,0,0,4.817,93.02,193.7553273944,132.545936,43,Detour,
1001400,2024-11-19 05:44:04,37.4491998491485,126.656009037864,132.545936,,,193.7553273944,27.559056,0,810.9088186,2600.14115932,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-3.1,1.6,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.514,3.486,0,0,0,0,4.817,93.02,193.7553273944,132.545936,43,Detour,
1001600,2024-11-19 05:44:05,37.4491998368121,126.65600902267,132.545936,,,193.7553273944,27.559056,0,810.91209944,2600.147721,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.9,1.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.514,3.486,0,0,0,0,4.817,93.02,193.7553273944,132.545936,43,Detour,
1001800,2024-11-19 05:44:05,37.4491998214602,126.656009019044,132.545936,,,193.7553273944,27.559056,0,810.91538028,2600.15100184,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-2.8,1.7,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.514,3.486,0,0,0,0,4.817,93.02,193.7553273944,132.545936,43,Detour,
1002000,2024-11-19 05:44:05,37.4491998125506,126.656009042181,132.545936,,,193.7553273944,27.559056,0,810.92194196,2600.16084436,32,5,7.002,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-3.2,2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.514,3.486,0,0,0,0,4.817,93.02,193.7553273944,132.545936,43,Detour,
1002200,2024-11-19 05:44:05,37.4491998440769,126.656009061519,132.545936,,,193.7553273944,27.559056,0,810.91538028,2600.17396772,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-3.3,1.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.516,3.486,0,0,0,0,4.814,92.84,193.7553273944,132.545936,43,Detour,
1002400,2024-11-19 05:44:05,37.4491998963008,126.656009047878,132.545936,,,193.7553273944,27.559056,0,810.89897608,2600.19037192,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-3.1,1.2,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.516,3.486,0,0,0,0,4.814,92.84,193.7553273944,132.545936,43,Detour,
1002600,2024-11-19 05:44:06,37.4491999697707,126.656009038037,132.545936,,,193.7553273944,27.559056,0,810.8760102,2600.21989948,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.9,0.3,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.516,3.486,0,0,0,0,4.814,92.84,193.7553273944,132.545936,43,Detour,
1002800,2024-11-19 05:44:06,37.449200016786,126.656009059965,132.545936,,,193.7553273944,27.559056,0,810.86616768,2600.23630368,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-3.3,0.6,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.516,3.486,0,0,0,0,4.814,92.84,193.7553273944,132.545936,43,Detour,
1003000,2024-11-19 05:44:06,37.4492000309043,126.65600910641,132.545936,,,193.7553273944,27.559056,0,810.86944852,2600.25270788,32,5,6.999,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-3.6,0.9,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.516,3.486,0,0,0,0,4.814,92.84,193.7553273944,132.545936,43,Detour,
1003200,2024-11-19 05:44:06,37.4492000421441,126.656009163734,132.545936,,,193.7553273944,27.559056,0,810.8760102,2600.26911208,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-3.7,0.8,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.516,3.488,0,0,0,0,4.748,92.84,193.7553273944,132.545936,43,Detour,
1003400,2024-11-19 05:44:06,37.449200051739,126.656009205345,132.545936,,,193.7553273944,27.559056,0,810.88257188,2600.28223544,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-3.9,0.9,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.516,3.488,0,0,0,0,4.748,92.84,193.7553273944,132.545936,43,Detour,
1003600,2024-11-19 05:44:07,37.4492000546175,126.656009239186,132.545936,,,193.7553273944,27.559056,0,810.88585272,2600.29207796,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-4,0.9,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.516,3.488,0,0,0,0,4.748,92.84,193.7553273944,132.545936,43,Detour,
1003800,2024-11-19 05:44:07,37.4492000554399,126.656009261114,132.545936,,,193.7553273944,27.559056,0,810.88913356,2600.29863964,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-3.9,1.1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.516,3.488,0,0,0,0,4.748,92.84,193.7553273944,132.545936,43,Detour,
1004000,2024-11-19 05:44:07,37.4492000651719,126.656009268884,132.545936,,,193.7553273944,27.559056,0,810.88913356,2600.30192048,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268,-4,1.1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.516,3.488,0,0,0,0,4.748,92.84,193.7553273944,132.545936,43,Detour,
1004200,2024-11-19 05:44:07,37.4492000648978,126.656009256452,132.545936,,,193.7553273944,27.559056,0,810.88585272,2600.30520132,32,5,7.003,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-3.9,1.1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.516,3.488,0,0,0,0,4.748,92.84,193.7553273944,132.545936,43,Detour,
1004400,2024-11-19 05:44:07,37.4492000685987,126.656009206208,132.545936,,,193.7553273944,27.559056,0,810.8760102,2600.31832468,32,5,7.001,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-3.7,0.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.515,3.487,0,0,0,0,4.761,92.84,193.7553273944,132.545936,43,Detour,
1004600,2024-11-19 05:44:08,37.4492000854584,126.656009124367,132.545936,,,193.7553273944,27.559056,0,810.85632516,2600.3445714,32,5,7.001,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.9,0.5,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.515,3.487,0,0,0,0,4.761,92.84,193.7553273944,132.545936,43,Detour,
1004800,2024-11-19 05:44:08,37.4492001006732,126.656009042699,132.545936,,,193.7553273944,27.559056,0,810.83992096,2600.36753728,32,5,7.001,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2.6,0.6,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-90,0,33,3.515,3.487,0,0,0,0,4.761,92.84,193.7553273944,132.545936,43,Detour,
1005000,2024-11-19 05:44:08,37.4492001003991,126.656008981231,132.545936,,,193.7553273944,27.559056,0,810.8267976,2600.38722232,32,5,7.001,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-3,1,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.515,3.487,0,0,0,0,4.761,92.84,193.7553273944,132.545936,43,Detour,
1005200,2024-11-19 05:44:08,37.4492001093087,126.656008912858,132.545936,,,193.7553273944,27.559056,0,810.81367424,2600.40690736,32,5,7.001,199.3327553944,138.123364,22.033859,820.47902888,0,0,0,268.1,-2,0.9,0,1,1024,1024,1024,1024,0,0,0,0,299.5,-89.9,0,33,3.515,3.487,0,0,0,0,4.761,92.84,193.7553273944,132.545936,43,Detour,
